platform,author,author_username,content_text,post_url,timestamp,likes,shares,comments,views,hashtags,mentions,scraped_at,content_original,emotion,sentiment
twitter,,@5656__25,isu politik seperti penangkapan wamenaker immanuel ebenezer oleh kpk perkembangan ekonomi defisit neraca pembayaran indonesia serta peristiwa internasional olahraga,https://x.com/5656__25/status/1958465702991438267,2025-08-21 09:46:24,0,0,0,56,[],[],2025-08-26 13:38:52,"isu politik seperti penangkapan Wamenaker Immanuel Ebenezer oleh KPK, perkembangan ekonomi seperti defisit neraca pembayaran Indonesia, serta peristiwa internasional dan olahraga",Stress,Netral
twitter,Fitria Ningsih,@67fitriaNingsih,btw pak gimana keadaan sesar lembang udah sampai gedung dpr belum ratakan sama gempa bumi megatron sekalan anggota plus wakilnya gak papa rakyat indonesia tinggal nonton kejauhan acc,https://x.com/67fitriaNingsih/status/1957890953588666663,2025-08-19 19:42:33,0,0,0,0,[],['@DaryonoBMKG'],2025-08-26 13:38:52,"Btw Pak gimana keadaan sesar Lembang udah sampai gedung DPR belum? Biar di ratakan aja tuh gedung sama Gempa bumi Megatron sekalan sama anggota DPR nya plus wakilnya juga gak papa. Rakyat Indonesia tinggal Nonton aja dari kejauhan. Acc 
@DaryonoBMKG",Stress,Negatif
twitter,kopi_IRENG,@8_FERRY_8,pemerintah sama koalisi kim tengik ruu pa ditakuti amnesti abolisi malah setujui low quality 58 taunya prestasi padahal cuma drama,https://x.com/8_FERRY_8/status/1952202144494555366,2025-08-04 02:57:16,0,0,0,0,[],['@prabowo'],2025-08-26 13:38:52,"Pemerintah 
@prabowo
 sama KOALISI  KIM+ ini memang tengik

RUU PA ditakuti
AMNESTI dan ABOLISI malah di setujui

Low quality 58%,taunya prestasi,padahal cuma drama",Stress,Negatif
twitter,sowam,@931668791683468,politik indonesia masih dijalankan dengan kekotoran maka hasilnya demikian pak,https://x.com/931668791683468/status/1957619771782074486,2025-08-19 01:44:59,0,0,0,0,[],[],2025-08-26 13:38:52,Karena politik di Indonesia masih dijalankan dengan kekotoran maka hasilnya demikian pak.,Stress,Negatif
twitter,a.iswinarto,@AIswinarto,indonesian genocide memorial day 14 oktober 1965 pembunuhan massal secara sistimatis dimulai aceh berlanjut seluruh indonesia,https://x.com/AIswinarto/status/1957676458077483201,2025-08-19 05:30:14,0,0,0,0,[],[],2025-08-26 13:38:52,"[Indonesian Genocide Memorial Day] 14 Oktober 1965 : Pembunuhan Massal Secara Sistimatis Dimulai dari Aceh, dan Berlanjut ke Seluruh Indonesia",Stress,Netral
twitter,a.iswinarto,@AIswinarto,deklasifikasi dokumen rahasia pemerintah as pengambilalihan papua barat oleh indonesia tahun 1969 bukan atas dasar pilihan bebas,https://x.com/AIswinarto/status/1957778916338548765,2025-08-19 12:17:22,0,0,0,0,[],[],2025-08-26 13:38:52,Dari Deklasifikasi Dokumen Rahasia Pemerintah AS: Pengambilalihan Papua Barat oleh Indonesia Tahun 1969 Bukan Atas Dasar 'Pilihan Bebas' …https://19651966perpustakaanonline.wordpress.com/2025/08/01/dari-deklasifikasi-arsip-rahasia-pemerintah-as-pengambilalihan-papua-barat-oleh-indonesia-tahun-1969-bukan-atas-dasar-pilihan-bebas/…,Stress,Netral
twitter,a.iswinarto,@AIswinarto,kajian elizabeth drexler infrastructures impunity new order violence in indonesia simak pula rekaman diskusi proyek infrastruktur impunita ri beranda politik teater utan kayu,https://x.com/AIswinarto/status/1958469825245655333,2025-08-21 10:02:47,3,0,0,111,[],[],2025-08-26 13:38:52,"Kajian Elizabeth F. Drexler : Infrastructures of Impunity – New Order Violence in Indonesia
simak pula rekaman diskusi Proyek Infrastruktur Impunita RI di Beranda Politik Teater Utan Kayu
…https://19651966perpustakaanonline.wordpress.com/2024/01/27/kajian-elizabeth-f-drexler-infrastructures-of-impunity-new-order-violence-in-indonesia-aceh-indonesia-securing-the-insecure-state-dan-aksi-kamisan-resensi-dan-rekaman-diskusi/…",Stress,Netral
twitter,a.iswinarto,@AIswinarto,unduh buku militerisme indonesia untuk pemula sylvia tiwon dkk 1999,https://x.com/AIswinarto/status/1960176458510561548,2025-08-26 03:04:20,3,1,0,104,[],[],2025-08-26 13:47:36,"[unduh buku] Militerisme di Indonesia untuk Pemula – Sylvia Tiwon dkk (1999)

…https://19651966perpustakaanonline.wordpress.com/2025/01/31/unduh-buku-politik-militer-dalam-transisi-demokrasi-indonesia-negeri-tentara-membongkar-politik-ekonomi-militer-bisnis-militer-mencari-legitimasi/…",Stress,Netral
twitter,ANTARA Jatim,@ANTARAJatim_,sekretaris kabinet teddy indra wijaya menyatakan peringatan hari ulang tahun hut 80 republik indonesia menandai perjuangan untuk mencapai kemerdekaan lebih luas yakni terbebas kemiskinan kelaparan penderitaan,https://x.com/ANTARAJatim_/status/1956969804549726571,2025-08-17 06:42:14,0,0,0,0,[],[],2025-08-26 13:38:52,"Sekretaris Kabinet Teddy Indra Wijaya menyatakan peringatan Hari Ulang Tahun (HUT) ke-80 Republik Indonesia menandai perjuangan untuk mencapai kemerdekaan yang lebih luas, yakni terbebas dari kemiskinan, kelaparan, dan penderitaan.",Senang,Positif
twitter,aan mardoen,@AanMardoen,betul sekali kemajuan berjalan optimal ketika ada rasa percaya rakyat kebijakan pemerintah memperhatikan pendapat jalan kita bersama mewujudkan indonesia unggul 2045 kibarkan semangat maju,https://x.com/AanMardoen/status/1957736819006538103,2025-08-19 09:30:05,0,0,0,0,[],[],2025-08-26 13:38:52,"Betul sekali, kemajuan berjalan optimal ketika ada rasa percaya: rakyat percaya pada kebijakan pemerintah, pemerintah memperhatikan pendapat rakyat. Ini jalan kita bersama mewujudkan Indonesia Unggul 2045!

Kibarkan Semangat Maju",Bersyukur,Positif
twitter,Ααɾყα,@Aaryatama11,ga masalah asal undang agar koruptor indonesia hukum maksimal mati bagi pejabat mininal hukuman 10 tahun tanpa kemungkinan bebas besyarat ada remisi rampas aset tdk punya hak politik,https://x.com/Aaryatama11/status/1957987656366977398,2025-08-20 02:06:49,0,0,0,18,[],[],2025-08-26 13:38:52,"Ga masalah, asal buat undang-undang agar koruptor di Indonesia di hukum maksimal mati bagi pejabat, mininal hukuman 10 tahun tanpa kemungkinan bebas besyarat, ga ada remisi, rampas aset, dan tdk punya hak politik.",Stress,Negatif
twitter,Abas Sastro,@AbasBalapradana,tunjangan naik kalo sesuai kinerja nggak masalah fungsi dpr indonesia sering ada gunanya jauh dibanding wakil rakyat swedia benar2 kerja unk kepentingan publik sini uu malah banyak merugikan urusan slalu lancar,https://x.com/AbasBalapradana/status/1957742145382805818,2025-08-19 09:51:15,0,0,0,0,[],[],2025-08-26 13:38:52,"Tunjangan naik kalo sesuai dgn kinerja sih nggak masalah. Tp fungsi DPR di Indonesia sering nggak ada gunanya. Jauh dibanding wakil rakyat di Swedia yg benar2 kerja unk kepentingan publik. Di sini, bikin UU malah banyak yg merugikan rakyat, tp urusan tunjangan slalu lancar naik.",Stress,Negatif
twitter,Abdul Rahman,@AbdulRa60750720,mungkin sudah saatnya indonesia dihukum kejahatannya sendiri sia2 pilpres dapatnya presiden seperti curhaaaaat melulu bantai dulu setelah itu barulah conference pers conferensi doank bertindak kagak suka2 sajalah,https://x.com/AbdulRa60750720/status/1955410273176801591,2025-08-12 23:25:13,0,0,0,0,[],[],2025-08-26 13:38:52,"Mungkin sudah saatnya Indonesia dihukum karena kejahatannya sendiri... Sia2 pilpres kok dapatnya presiden yang seperti ini... Curhaaaaat melulu.... Bantai  dulu kek setelah itu barulah conference pers... Ini kok conferensi pers doank, bertindak kagak... 
Suka2 kau sajalah",Stress,Negatif
twitter,Mas Elon,@AbdulRozakUB,edyan tenan dipenuhi akun2 baru penyebar hoax fitnah masif pemerintah serangan langsung bagian keuangan bener2 tidak mudah menjadi negara maju sadarlah cuk kita sedang adu mereka tdk rela indonesia,https://x.com/AbdulRozakUB/status/1957920440619528350,2025-08-19 21:39:44,0,0,0,0,[],[],2025-08-26 13:38:52,"Edyan tenan...!
X dipenuhi akun2 baru penyebar hoax dan fitnah masif ke pemerintah. Dari serangan langsung juga serangan ke bagian keuangan. Bener2 tidak mudah menjadi negara maju. 
Sadarlah,cuk..! Kita sedang di adu. Mereka tdk rela Indonesia maju",Stress,Negatif
twitter,arrijal,@Abu_shahib16,hakikat politik adalah mendayagunakan potensi kecerdasan untuk memakmurkan rakyat memajukan negara kebanyakan tokoh2 indonesia tidak paham diatas mereka hanya melakukan tipu muslihat utk memperkaya diri segelintir kelompoknya bertopeng,https://x.com/Abu_shahib16/status/1957912714422218846,2025-08-19 21:09:02,2,0,0,163,[],[],2025-08-26 13:38:52,"Hakikat politik adalah MENDAYAGUNAKAN POTENSI KECERDASAN UNTUK MEMAKMURKAN RAKYAT DAN MEMAJUKAN NEGARA 
Kebanyakan tokoh2 politik di Indonesia tidak paham hakikat politik diatas, mereka hanya melakukan TIPU MUSLIHAT utk memperkaya diri dan segelintir kelompoknya bertopeng politik",Stress,Negatif
twitter,Achonk_,@Achonk_Amr2,indonesia ga bakalan itu ada pelarangan malah jadi bahan komoditas hasut menghasut politik oleh buzzerrp geng solo macem,https://x.com/Achonk_Amr2/status/1958572448539910182,2025-08-21 16:50:34,0,0,0,23,[],"['@PartaiSocmed', '@kangdede78']",2025-08-26 13:38:52,"Di Indonesia ga bakalan itu ada pelarangan.
Ini malah jadi bahan komoditas hasut menghasut politik oleh buzzerRp geng solo macem 
@PartaiSocmed
 @kangdede78",Marah,Negatif
twitter,Ade Kiki Sumarna,@AdeKikiSumarna1,kalau bukan nyerah tapi emang gak niat ngurus sepakbola indonesia cuma jadiin timnas kendaraan politik,https://x.com/AdeKikiSumarna1/status/1958500526082986262,2025-08-21 12:04:47,0,0,0,61,[],[],2025-08-26 13:38:52,"Yaa kalau gitu bukan nyerah tapi emang gak niat aja ngurus sepakbola Indonesia
Cuma jadiin sepakbola (timnas) buat kendaraan politik aja",Stress,Negatif
twitter,adn_,@AfArdenata,apakah saatnya bertindak #dpr #indonesia,https://x.com/AfArdenata/status/1957712251764494762,2025-08-19 07:52:28,0,0,0,0,"['#dpr', '#DPR', '#DPR', '#indonesia']",[],2025-08-26 13:38:52,"Apakah ini saatnya bertindak

#dpr #DPR #DPR #indonesia",Stress,Netral
twitter,.,@Afir24,kalau pemerintah indonesia mengabulkan keinginan israhell antek2nya maka semoga presiden kabinet pemerintahan negeri mendapatkan laknat allah swt,https://x.com/Afir24/status/1956238908121080185,2025-08-15 06:17:55,0,0,0,0,[],[],2025-08-26 13:38:52,"Kalau pemerintah Indonesia mengabulkan keinginan Israhell dan antek2nya maka semoga presiden, kabinet, dan pemerintahan negeri ini mendapatkan laknat dari Allah SWT",Bersyukur,Negatif
twitter,BrokenHeartedDemon,@AgniParasthra,gaji anggota dpr 100jt sehari rakyatnya tetap ikhlas semangat nyoblos mereka² tiap 5th sekali ud tau cuma ditipu tikus berdasi setia memperkaya mereka nasib rakyat indonesia tdk akan berubah sampai berani bergerak besar²an tanpa kekerasan,https://x.com/AgniParasthra/status/1957732956296081414,2025-08-19 09:14:44,0,0,0,0,[],[],2025-08-26 13:38:52,"Mau gaji anggota dpr 100jt sehari pun rakyatnya tetap ikhlas dan semangat nyoblos mereka² ini tiap 5th sekali. Ud tau cuma ditipu tikus berdasi, tp tetap setia memperkaya mereka.

Nasib rakyat Indonesia tdk akan berubah sampai rakyat berani bergerak besar²an (tp tanpa kekerasan)",Stress,Negatif
twitter,Frofesor.Drs.IR.Agustarma.ar.M.Si.INK.Profesorer.,@AgusTarma267895,negara indonesia melarang ada partai oposisi berdiri todak produktif saya pilih politik praktis dukung duit,https://x.com/AgusTarma267895/status/1952348426215227586,2025-08-04 12:38:32,0,0,0,0,[],[],2025-08-26 13:38:52,Negara Indonesia melarang ada nya partai Oposisi berdiri di Negara Indonesia. Todak produktif. Saya pilih politik praktis !! Saya dukung partai Duit.,Stress,Negatif
twitter,Frofesor.Drs.IR.Agustarma.ar.M.Si.INK.Profesorer.,@AgusTarma267895,partai buruh indonesia bayar kantor pbb ojk pajak kendaraan kenegaraan hukum terhutang sesuai aturan kuasakan obligh pemerintahan sekarang lunas pemerintah oleh pajk,https://x.com/AgusTarma267895/status/1957807715222450557,2025-08-19 14:11:48,0,0,0,0,[],[],2025-08-26 13:38:52,"PARTAI BURUH INDONESIA. 
1. BAYAR KANTOR PBB OJK PAJAK.
2. PAJAK KENDARAAN KENEGARAAN OJK PAJAK BAYAR KANTOR OJK PAJAK HUKUM OJK PAJAK TERHUTANG SESUAI ATURAN HUKUM DI KUASAKAN KANTOR OBLIGH OJK PAJAK SESUAI PEMERINTAHAN SEKARANG OJK PAJAK LUNAS DI PEMERINTAH OLEH OJK KANTOR PAJK",Stress,Netral
twitter,Frofesor.Drs.IR.Agustarma.ar.M.Si.INK.Profesorer.,@AgusTarma267895,berita selanjutnya mengenai politik kelas atap bank indonesia jaman era sudah kuasai oleh birokrat istana kepresidenan jadi negara kita selalu karantina orang no semua akses kopy hingga rusak tidak hanya itu,https://x.com/AgusTarma267895/status/1958711176948588552,2025-08-22 02:01:50,0,0,0,25,[],[],2025-08-22 15:46:08,"Berita selanjutnya mengenai.
Politik kelas atap. Bank Indonesia dari jaman era .. sudah di kuasai oleh birokrat kelas Istana kepresidenan. Jadi negara kita selalu di karantina oleh orang no. 1 indonesia. Semua akses di kopy hingga rusak semua. Tidak hanya itu semua rusak.",Stress,Negatif
twitter,Frofesor.Drs.IR.Agustarma.ar.M.Si.INK.Profesorer.,@AgusTarma267895,james bond 007 08 bersama partai mari membangun indonesia maju bersih bebas intimidasi king politik kebebasan kinerja,https://x.com/AgusTarma267895/status/1960196373204373953,2025-08-26 04:23:28,0,0,0,12,[],[],2025-08-27 09:22:25,James bond  007. 08 Bersama partai mari membangun indonesia yg maju bersih bebas intimidasi bebas king politik bebas kebebasan kinerja.,Senang,Netral
twitter,Frofesor.Drs.IR.Agustarma.ar.M.Si.INK.Profesorer.,@AgusTarma267895,partai buruh kuch hotahey mengiringi lantunan musik partaian kita bersenang senang mengumandang nusantara indonesia raya mendemokrasi politik bersama sama,https://x.com/AgusTarma267895/status/1960342897578119346,2025-08-26 14:05:42,0,0,0,14,[],[],2025-08-27 09:21:50,"Partai Buruh.
Kuch .. kuch hotahey mengiringi lantunan musik ke partaian kita buat bersenang - senang mengumandang di Nusantara Indonesia Raya. Mendemokrasi politik bersama - sama.",Bersyukur,Netral
twitter,Frofesor.Drs.IR.Agustarma.ar.M.Si.INK.Profesorer.,@AgusTarma267895,partai buruh indonesia semua pt termasuk perusahaan sponsor ship bagi negara republik raya kini menggalang usaha pelaku pengusaha agar bekerja menghasilkan poleusi politik bricks tapi menurut tidaknya saya itu deputy dir,https://x.com/AgusTarma267895/status/1960382181810766008,2025-08-26 16:41:48,0,0,0,19,[],[],2025-08-27 09:21:46,PARTAI BURUH. INDONESIA. SEMUA PT. TERMASUK PERUSAHAAN SPONSOR SHIP BAGI KE NEGARA REPUBLIK INDONESIA RAYA. PARTAI BURUH KINI MENGGALANG USAHA PELAKU PENGUSAHA AGAR TERUS BEKERJA MENGHASILKAN POLEUSI POLITIK BRICKS. TAPI MENURUT TIDAKNYA SAYA ITU DEPUTY DIR.,Senang,Netral
twitter,Ahmadwahyono,@Ahmadway21,kabinet merah putih apa kabine halu mulai paling atas sampai pembantu2 kabeh angka kemiskinan turun pengangguran padahal aktual paradoks indonesia,https://x.com/Ahmadway21/status/1957772597652857307,2025-08-19 11:52:15,0,0,0,0,[],[],2025-08-26 13:38:52,"Ini kabinet Merah Putih apa kabine halu ya? Dari mulai yang paling atas sampai pembantu2 nya halu kabeh, angka kemiskinan turun, angka pengangguran turun,padahal aktual nya ? PARADOKS INDONESIA",Stress,Negatif
twitter,Tea is my jam~~~,@Airam535,sama dimana2 power and greed ketika atas semua bisa dilakuin dihindari gada ditakuti makanya pasti berusaha keras supaya dinasti politik kroco2nya duduk lahan emas selanjutnya,https://x.com/Airam535/status/1955489092264923448,2025-08-13 04:38:25,0,0,0,0,[],[],2025-08-26 13:38:52,"Sama ya dimana2 tuh.

Power and greed
Ketika di atas, semua bisa dilakuin, semua bisa dihindari. Gada yg ditakuti.
Makanya yg di atas pasti berusaha keras supaya dinasti politik nya dan kroco2nya yg duduk di lahan emas selanjutnya.",Stress,Negatif
twitter,Penjaga Akal,@AkalPenjaga,secara tata negara sistem presidensial gak mengenal oposisi om lebih asyik indonesia ganti parlementer jelas abu skrg,https://x.com/AkalPenjaga/status/1953275018361835940,2025-08-07 02:00:29,0,0,0,0,[],[],2025-08-26 13:38:52,"Secara tata negara ya memang sistem presidensial gak mengenal oposisi om wkwkw, lebih asyik indonesia ganti parlementer aja sih biar jelas gak abu-abu kyk skrg",Stress,Negatif
twitter,Usman Akasia,@AkasiaUsman,inilah negara republik indonesia tidak pernah maju bangsanya jadi bajingaaan dunguuu guobloook toloool itu siapa pemerintah apa rakyat pak presiden,https://x.com/AkasiaUsman/status/1957719325877354535,2025-08-19 08:20:34,0,0,0,0,[],"['@prabowo', '@DPR_RI']",2025-08-26 13:38:52,"Nah inilah NEGARA REPUBLIK INDONESIA yang Tidak Pernah Mau Maju Bangsanya. Jadi yang BAJINGAAAN, DUNGUUU,GUOBLOOOK ,TOLOOOL,itu Siapa Ya? Pemerintah apa Rakyat? Pak Presiden 
@prabowo
 @DPR_RI",Stress,Negatif
twitter,Budiman Akuan,@AkuanBudiman,indonesia darurat hukum sudah saatnya prabowo bongkar habis penjilat jokowi kabinet merah putih termasuk lembaga strategis seperti bumn komisi bentukan negara lainnya,https://x.com/AkuanBudiman/status/1956146047442694234,2025-08-15 00:08:55,0,0,0,0,[],[],2025-08-26 13:38:52,",, INDONESIA DARURAT HUKUM,, SUDAH SAATNYA PRABOWO BONGKAR HABIS PENJILAT JOKOWI DI KABINET MERAH PUTIH, TERMASUK LEMBAGA STRATEGIS SEPERTI, BUMN KOMISI KOMISI BENTUKAN NEGARA LAINNYA.",Stress,Netral
twitter,MboizSamKyuu~,@AkunMboizSam,suharto wes ketok lek cindo opoo wong cino dilarang berpolitik dibuang bagian ekonomi bisnis rakyat pribumi berebut kekuasaan politik menguasai indo 35th lihatlah sekarang kaya penguasa siapa indonesia kere,https://x.com/AkunMboizSam/status/1957723735684964705,2025-08-19 08:38:05,0,0,0,0,[],[],2025-08-26 13:38:52,"suharto i wes ketok lek cindo
opoo wong cino dilarang berpolitik dan ""dibuang"" di bagian ekonomi bisnis?
biar rakyat pribumi berebut kekuasaan politik, cino menguasai ekonomi indo, 35th lihatlah sekarang yg kaya n penguasa ekonomi indo siapa?!
rakyat pribumi indonesia… kere…",Stress,Negatif
twitter,Pernah dituduh ateis,@AldiFahrezy19,problemnya dalam perjalanan politik indonesia peniadaan oposisi sering menjadi jembatan menuju upaya monopoli kekuasaan,https://x.com/AldiFahrezy19/status/1952685598885716113,2025-08-05 10:58:20,0,0,0,0,[],[],2025-08-26 13:38:52,"problemnya dalam perjalanan politik di indonesia, peniadaan oposisi sering menjadi jembatan menuju upaya monopoli kekuasaan.",Stress,Negatif
twitter,NourisH,@Alfatih12674,jangan pake narasi buka peluang anda plin plan periksa bidik jebloskan gak usah lama nanti keburu sama rencana penurunan tahta udah tau dinasti oslo sedang konsolidasi politik dengan berbagai daerah indonesia sampe lambat,https://x.com/Alfatih12674/status/1955217112089366556,2025-08-12 10:37:40,0,0,0,0,[],[],2025-08-26 13:38:52,Jangan Pake Narasi Buka Peluang??!! Anda ini Plin Plan?! Periksa.. Bidik... Jebloskan?! ?! Gak usah pake lama?! Nanti keburu sama rencana penurunan tahta?! Udah tau Dinasti OSLO sedang konsolidasi politik dengan berbagai Daerah di indonesia?! Jangan sampe lambat?!,Stress,Negatif
twitter,NourisH,@Alfatih12674,disintegrasi bangsa diambang pintu syahwat politik dinasti oslo itu besar boss,https://x.com/Alfatih12674/status/1955255200169570619,2025-08-12 13:09:01,0,0,0,0,[],[],2025-08-26 13:38:52,Disintegrasi bangsa diambang pintu.. Syahwat Politik dinasti oslo itu besar boss??!!,Marah,Negatif
twitter,Alhamdulilla pernah nolak,@Alhamdulillahm7,rakyat indonesia udah gak ada kemudinya apa suruh nyelesain sendiri negara hanya tahu cara mengumpulkan uang masyarakat takut haters bendera jadi oposisi penguasa ngumpul dalam satu kolam,https://x.com/Alhamdulillahm7/status/1952988975553261771,2025-08-06 07:03:51,0,0,0,0,[],[],2025-08-26 13:38:52,"rakyat Indonesia udah gak ada kemudinya apa apa suruh nyelesain sendiri dan negara hanya tahu cara mengumpulkan uang dari masyarakat negara hanya takut pada haters dan bendera ,masyarakat jadi oposisi sendiri .penguasa udah ngumpul dalam satu kolam",Stress,Negatif
twitter,Alpha English Club,@Alphaenglish24,fun english fact kata colonialism imperialism sering tertukar penjajahan langsung mendirikan koloni dominasi politik ekonomi suatu bangsa indonesia fought against for centuries,https://x.com/Alphaenglish24/status/1960228187671249243,2025-08-26 06:29:53,0,0,0,19,[],[],2025-08-27 09:22:17,"Fun English Fact:
Kata “colonialism” dan “imperialism” sering tertukar!

 Colonialism = penjajahan langsung (mendirikan koloni)

 Imperialism = dominasi politik/ekonomi suatu bangsa

 “Indonesia fought against colonialism for centuries.”",Stress,Negatif
twitter,amala #JUMP,@AmalaNovi,sama ahy tidak berpengalaman dalam memimpin daerah dinasti politik jadi gak ada pilihan,https://x.com/AmalaNovi/status/1954480959082106930,2025-08-10 09:52:27,0,0,0,0,[],[],2025-08-26 13:38:52,"Sama aja, AHY juga tidak berpengalaman dalam memimpin daerah. Sama"" Dinasti politik. Jadi gak ada pilihan.",Stress,Negatif
twitter,Amri_opinion,@Amri_Opinion,satu ternak hinanto dengan nama asli pantatno membantu memuluskan langkah terkutuk masuk gelanggang politik indonesia sepak terjangnya membuat keruh dunia,https://x.com/Amri_Opinion/status/1958796082982564190,2025-08-22 07:39:13,0,0,0,6,[],[],2025-08-22 15:45:45,"Satu Ternak Hinanto lagi, dengan nama asli ""PANTATNO"" membantu memuluskan langkah Hinanto terkutuk masuk ke gelanggang politik Indonesia, dan sepak terjangnya membuat keruh dunia politik.",Stress,Negatif
